time,seconds_elapsed,x,y,z
1764121037732113664,0.17911362648010254,0.2669219970703125,0.179290771484375,-0.8674163818359375
1764121037742132480,0.1891324520111084,0.2716064453125,0.1758575439453125,-0.892822265625
1764121037752152320,0.19915246963500977,0.28350830078125,0.146270751953125,-0.9033660888671875
1764121037762172416,0.20917248725891113,0.2941436767578125,0.1092529296875,-0.894378662109375
1764121037772192512,0.2191925048828125,0.311859130859375,0.0804443359375,-0.8919677734375
1764121037782211584,0.22921156883239746,0.33074951171875,0.0644683837890625,-0.897125244140625
1764121037792231680,0.23923158645629883,0.3532562255859375,0.0634613037109375,-0.892303466796875
1764121037802251520,0.2492516040802002,0.3679656982421875,0.073486328125,-0.8826141357421875
1764121037812270592,0.25927066802978516,0.3841705322265625,0.0852508544921875,-0.875762939453125
1764121037822290432,0.2692904472351074,0.397003173828125,0.0949859619140625,-0.884796142578125
1764121037832310528,0.2793104648590088,0.40301513671875,0.10565185546875,-0.8809814453125
1764121037842329600,0.28932952880859375,0.416229248046875,0.0948333740234375,-0.8657379150390625
1764121037852349440,0.2993495464324951,0.4269866943359375,0.070831298828125,-0.84576416015625
1764121037862369536,0.3093695640563965,0.439178466796875,0.0468292236328125,-0.8338165283203125
1764121037872388608,0.31938862800598145,0.464874267578125,0.06158447265625,-0.8724365234375
1764121037882408704,0.3294086456298828,0.48663330078125,0.1274871826171875,-0.8959503173828125
1764121037892428544,0.3394286632537842,0.5108489990234375,0.169342041015625,-0.89630126953125
1764121037902457600,0.3494575023651123,0.5081939697265625,0.1670074462890625,-0.89471435546875
1764121037912476416,0.35947656631469727,0.5213165283203125,0.1664276123046875,-0.915283203125
1764121037922496512,0.36949658393859863,0.5094146728515625,0.152252197265625,-0.870086669921875
1764121037932516608,0.3795166015625,0.5189208984375,0.1360626220703125,-0.824554443359375
1764121037942535680,0.38953566551208496,0.5320587158203125,0.1279754638671875,-0.803558349609375
1764121037952555520,0.3995554447174072,0.53961181640625,0.151153564453125,-0.7991943359375
1764121037962575360,0.4095754623413086,0.543731689453125,0.169464111328125,-0.801239013671875
1764121037972594432,0.41959452629089355,0.545379638671875,0.177581787109375,-0.8171234130859375
1764121037982614528,0.4296145439147949,0.554412841796875,0.1951751708984375,-0.83795166015625
1764121037992634624,0.4396345615386963,0.5640106201171875,0.199371337890625,-0.8391265869140625
1764121038002653696,0.44965362548828125,0.5698394775390625,0.1818084716796875,-0.8258209228515625
1764121038012673536,0.4596736431121826,0.570068359375,0.161834716796875,-0.799530029296875
1764121038022693632,0.469693660736084,0.576873779296875,0.156219482421875,-0.7711334228515625
1764121038032713728,0.47971367835998535,0.5855865478515625,0.15728759765625,-0.7518157958984375
1764121038042732544,0.4897325038909912,0.5966796875,0.1674346923828125,-0.7368011474609375
1764121038052752384,0.4997525215148926,0.609405517578125,0.18402099609375,-0.70947265625
1764121038062772480,0.509772539138794,0.6235198974609375,0.1806640625,-0.673736572265625
1764121038072791552,0.5197916030883789,0.6318511962890625,0.14813232421875,-0.6302947998046875
1764121038082811648,0.5298116207122803,0.640472412109375,0.1068267822265625,-0.5923004150390625
1764121038092831488,0.5398316383361816,0.67034912109375,0.0645751953125,-0.5794219970703125
1764121038102850560,0.5498504638671875,0.7391204833984375,-0.0233001708984375,-0.5988311767578125
1764121038112870400,0.5598704814910889,0.822662353515625,-0.15631103515625,-0.58953857421875
1764121038122890496,0.5698904991149902,0.9189605712890625,-0.3046875,-0.4825592041015625
1764121038132909568,0.5799095630645752,1.0236663818359375,-0.4902496337890625,-0.3653411865234375
1764121038142929664,0.5899295806884766,1.1332244873046875,-0.72381591796875,-0.22894287109375
1764121038152949504,0.5999495983123779,1.252410888671875,-0.9492950439453125,-0.1639404296875
1764121038162969600,0.6099696159362793,1.35919189453125,-1.1495513916015625,-0.1896514892578125
1764121038172988672,0.6199886798858643,1.3924102783203125,-1.3032989501953125,-0.2720489501953125
1764121038183008512,0.6300084590911865,1.42340087890625,-1.206756591796875,-0.412567138671875
1764121038193028352,0.6400284767150879,1.5052490234375,-1.00958251953125,-0.6428070068359375
1764121038203047424,0.6500475406646729,1.5218353271484375,-0.8877105712890625,-0.8021392822265625
1764121038213067520,0.6600675582885742,1.387420654296875,-0.76055908203125,-1.0126800537109375
1764121038223087616,0.6700875759124756,1.2086639404296875,-0.67181396484375,-1.5708770751953125
1764121038233106688,0.6801066398620605,1.1733551025390625,-0.611083984375,-2.567962646484375
1764121038243126528,0.6901266574859619,1.084075927734375,-0.3309783935546875,-3.4152984619140625
1764121038253146624,0.7001466751098633,1.2117919921875,-0.0225982666015625,-3.751678466796875
1764121038263166464,0.7101664543151855,1.638458251953125,-0.1594696044921875,-3.3933868408203125
1764121038273185536,0.7201855182647705,2.1709136962890625,-0.5001068115234375,-2.86297607421875
1764121038283205632,0.7302055358886719,3.1752777099609375,-0.567108154296875,-2.8343353271484375
1764121038293225472,0.7402255535125732,3.3267669677734375,-0.178985595703125,-3.09320068359375
1764121038303244544,0.7502446174621582,3.30914306640625,0.1592254638671875,-3.224334716796875
1764121038313264640,0.7602646350860596,3.121795654296875,0.4375,-3.226593017578125
1764121038323284736,0.7702846527099609,3.0391082763671875,0.67205810546875,-3.0121612548828125
1764121038333304832,0.7803049087524414,2.8061370849609375,0.9005584716796875,-2.6783447265625
1764121038343324928,0.7903249263763428,2.3881072998046875,0.9707489013671875,-2.3680877685546875
1764121038353345024,0.8003449440002441,1.981842041015625,0.98065185546875,-2.1935577392578125
1764121038363364096,0.8103640079498291,1.659759521484375,1.0554351806640625,-1.986358642578125
1764121038373383936,0.8203840255737305,1.441375732421875,1.1268157958984375,-1.7771453857421875
1764121038383404032,0.8304040431976318,1.2601470947265625,1.1855010986328125,-1.5902557373046875
1764121038393423872,0.8404238224029541,1.046417236328125,1.197723388671875,-1.4308319091796875
1764121038403442944,0.8504428863525391,0.92047119140625,1.1842803955078125,-1.2737579345703125
1764121038413462784,0.8604629039764404,0.8684234619140625,1.131103515625,-1.13470458984375
1764121038423482880,0.8704829216003418,0.8525238037109375,1.0875701904296875,-1.0301666259765625
1764121038433501952,0.8805019855499268,0.864471435546875,1.0755157470703125,-0.904541015625
1764121038443522048,0.8905220031738281,0.845550537109375,1.0837860107421875,-0.752288818359375
1764121038453541888,0.9005420207977295,0.813812255859375,1.0995025634765625,-0.6163330078125
1764121038463560704,0.9105608463287354,0.818450927734375,1.11614990234375,-0.5107421875
1764121038473580800,0.9205808639526367,0.91064453125,1.08599853515625,-0.4571380615234375
1764121038483600896,0.9306008815765381,1.01177978515625,1.0485382080078125,-0.43231201171875
