version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Watch5.9,1764120254490,2025-11-26_01-24-14,America/Denver,watchos,1.47.1,0C2FFEA8-5178-4997-8345-B53E6943044B,WatchAccelerometerUncalibrated|WristMotion|HeartRate,0|0|0,false
