time,seconds_elapsed,x,y,z
1764118274568317440,0.14731740951538086,-0.95953369140625,-0.386627197265625,-0.357086181640625
1764118274578337536,0.15733742713928223,-0.9670867919921875,-0.3970489501953125,-0.314544677734375
1764118274588356608,0.1673564910888672,-0.964874267578125,-0.3886566162109375,-0.2877197265625
1764118274598376448,0.17737650871276855,-0.9599456787109375,-0.3726348876953125,-0.288421630859375
1764118274608396544,0.18739652633666992,-0.95318603515625,-0.3824615478515625,-0.262298583984375
1764118274618415360,0.19741535186767578,-0.9437103271484375,-0.3979034423828125,-0.2644805908203125
1764118274628435456,0.20743536949157715,-0.928741455078125,-0.3934478759765625,-0.2283477783203125
1764118274638455296,0.21745538711547852,-0.9067840576171875,-0.3906707763671875,-0.2147064208984375
1764118274648475392,0.22747540473937988,-0.889434814453125,-0.3499755859375,-0.1893768310546875
1764118274658494464,0.23749446868896484,-0.874420166015625,-0.3023834228515625,-0.1928253173828125
1764118274668514560,0.2475144863128662,-0.876312255859375,-0.29095458984375,-0.192718505859375
1764118274678534400,0.2575345039367676,-0.877838134765625,-0.2830810546875,-0.2070465087890625
1764118274688553472,0.26755356788635254,-0.8765411376953125,-0.2780914306640625,-0.2073822021484375
1764118274698573312,0.2775733470916748,-0.869171142578125,-0.28936767578125,-0.2090911865234375
1764118274708593408,0.28759336471557617,-0.858673095703125,-0.3009185791015625,-0.213287353515625
1764118274718613504,0.29761338233947754,-0.848419189453125,-0.312286376953125,-0.220184326171875
1764118274728632576,0.3076324462890625,-0.8477935791015625,-0.3239593505859375,-0.2353057861328125
1764118274738652416,0.31765246391296387,-0.848541259765625,-0.3341827392578125,-0.2537384033203125
1764118274748681472,0.3276815414428711,-0.851409912109375,-0.3392486572265625,-0.2716827392578125
1764118274758700288,0.33770036697387695,-0.8944549560546875,-0.3546905517578125,-0.286285400390625
1764118274768720384,0.3477203845977783,-0.859130859375,-0.3505096435546875,-0.290313720703125
1764118274778740480,0.3577404022216797,-0.855072021484375,-0.3633880615234375,-0.2969512939453125
1764118274788759552,0.36775946617126465,-0.85546875,-0.3750762939453125,-0.296783447265625
1764118274798779392,0.377779483795166,-0.860748291015625,-0.37591552734375,-0.3024444580078125
1764118274808799488,0.3877995014190674,-0.869598388671875,-0.3686981201171875,-0.3086700439453125
1764118274818818560,0.39781856536865234,-0.8804931640625,-0.362213134765625,-0.31195068359375
1764118274828838400,0.4078383445739746,-0.8897705078125,-0.3561859130859375,-0.321533203125
1764118274838858240,0.417858362197876,-0.8977203369140625,-0.3515167236328125,-0.3274993896484375
1764118274848877312,0.42787742614746094,-0.906585693359375,-0.3466796875,-0.32421875
1764118274858896384,0.4378964900970459,-0.91497802734375,-0.341461181640625,-0.3142547607421875
1764118274868916480,0.44791650772094727,-0.9232635498046875,-0.338134765625,-0.29998779296875
1764118274878936576,0.45793652534484863,-0.9283599853515625,-0.333587646484375,-0.2940673828125
1764118274888955392,0.4679553508758545,-0.9314422607421875,-0.3271026611328125,-0.28802490234375
1764118274898975488,0.47797536849975586,-0.928009033203125,-0.3194122314453125,-0.285675048828125
1764118274908995328,0.4879953861236572,-0.9212493896484375,-0.3179779052734375,-0.2868194580078125
1764118274919015424,0.4980154037475586,-0.91815185546875,-0.3352813720703125,-0.280731201171875
1764118274929034496,0.5080344676971436,-0.913848876953125,-0.3544921875,-0.2779083251953125
1764118274939054592,0.5180544853210449,-0.908660888671875,-0.371612548828125,-0.27349853515625
1764118274949074432,0.5280745029449463,-0.904541015625,-0.3620758056640625,-0.2683563232421875
1764118274959093504,0.5380935668945312,-0.9044189453125,-0.3329010009765625,-0.2476806640625
1764118274969113344,0.5481133460998535,-0.90869140625,-0.3171539306640625,-0.2416229248046875
1764118274979133440,0.5581333637237549,-0.9173736572265625,-0.3150634765625,-0.2436981201171875
1764118274989152512,0.5681524276733398,-0.9177093505859375,-0.3290863037109375,-0.2472381591796875
1764118274999172352,0.5781724452972412,-0.909820556640625,-0.3331756591796875,-0.2592010498046875
