version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Watch5.9,1764119244591,2025-11-26_01-07-24,America/Denver,watchos,1.47.1,0C2FFEA8-5178-4997-8345-B53E6943044B,WristMotion|HeartRate|WatchAccelerometerUncalibrated,0|0|0,false
