time,seconds_elapsed,bpm
1764121241826186240,1.1381862163543701,149.0
1764121242826186240,2.13818621635437,150.0
1764121248826186240,8.13818621635437,148.0
1764121253826186240,13.13818621635437,147.0
1764121257826186240,17.13818621635437,148.0
