version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Watch5.9,1764123399037,2025-11-26_02-16-39,America/Denver,watchos,1.47.1,0C2FFEA8-5178-4997-8345-B53E6943044B,WristMotion|WatchAccelerometerUncalibrated|HeartRate,0|0|0,false
